OBJECTID,GLOBAL_ID,AIRPORT_ID,DESIGNATOR,LENGTH,WIDTH,DIM_UOM,COMP_CODE,LIGHTACTV,LIGHTINTNS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,Shape__Area,Shape__Length
22713,60D36546-9934-4C9A-8B6C-4FE8D2DFBC1D,63CD8CB0-6C64-4FF1-8466-AD716A37070B,18/36,3152,40,FT,ASPH,2,OTHER,0,0,1,0,0,0,1.2596881333593e-06,0.0175960857257835
22714,0C6D33FE-154E-4D71-B482-458B22BF9836,0932BC23-9AD1-4674-B391-934A28911181,12/30,1907,70,FT,GRASS,2,,0,0,1,0,0,0,1.3168835266697e-06,0.0138134437184783
22715,CAC00C02-FDF0-4CE0-BB54-218E0188DBDC,0932BC23-9AD1-4674-B391-934A28911181,15/33,3951,100,FT,ASPH,2,LIM,0,0,1,0,0,0,3.89733645533852e-06,0.0254158771759613
22716,25E2F43D-6F56-4D11-BC9C-BED07C71E413,D33E6284-E8B9-48F7-B9DA-C56E7C64DFCF,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.56710484588984e-08,0.000505046000057519
22717,96887A2A-31C3-4254-9344-CC7294D54EAE,B113F04C-3F73-428C-BE82-A2AE9B125C31,H1,43,43,FT,DECK,0,OTHER,0,0,0,0,0,0,1.61048774316441e-08,0.000508887999899343
22718,B488024C-1C43-4BEE-A201-5F735D61050A,B113F04C-3F73-428C-BE82-A2AE9B125C31,H2,55,55,FT,DECK,0,OTHER,0,0,0,0,0,0,2.634715201566e-08,0.000650899999982357
22719,5B971D7B-4667-49EC-9A5D-A11E66521A2D,C3FF3C2E-5817-439A-BC3E-A87CFEFEA63C,09/27,1600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22720,4F876AB3-082A-4843-A4E5-DA0973575772,6B207C77-25EF-4775-9324-F3D37F619C6B,18/36,3800,300,FT,DIRT,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22721,FA505886-50CA-486F-924A-A3A33269ED48,5234CE0D-D7E9-4E5F-9E68-E1291A4AF57A,11/29,2458,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22722,9759B888-90F1-438C-B449-B5ECF57E3D5D,9F020466-1748-442D-830D-1FEC0E0082AE,H1,60,60,FT,GRASS,0,LIM,0,0,0,0,0,0,3.11415533360559e-08,0.000707479999960015
22723,D6E1128F-92EA-4FF1-98E8-404771264D4D,EBD9D660-42F2-4B2E-B38B-A9C5EBC56920,H1,50,50,FT,GRAVE,,,0,0,0,0,0,0,3.86808096664026e-08,0.000839161999927491
22724,736A0B14-024E-4DE1-B2EC-510A56EC0908,22BB61EA-889D-4DC2-9C3B-9944818BE1A8,02/20,4011,75,FT,GRAVE,2,LIM,1,1,0,0,0,0,5.80433606955921e-06,0.0363356190131932
22725,02ABA474-0CAF-4297-A437-6F96D78B0EC7,DAA6A182-0B37-4776-86E8-D2A96EC42DDF,06/24,6500,150,FT,ASPH,2,LIH,1,1,0,0,0,0,2.14610545299365e-05,0.102598450835477
22726,EB3A8913-936E-4254-9DCA-1CDBB62C2EE3,BBCBE9AB-91E6-4F1C-8CC6-6AB64CF70535,H1,35,35,FT,GRASS,,,0,0,0,0,0,0,1.92103470908478e-08,0.000592820000008487
22727,C43047D3-B7B6-4AC6-B7DF-56A3259FD0F4,A3914380-9CE1-4400-9084-92E8655AD5CD,09/27,800,40,FT,GRASS,,,0,0,0,0,0,0,3.16264049615711e-07,0.00598069898148173
22728,F627D563-C98C-4C86-94D1-55CDC4CD301D,A62E1885-8BBE-4581-8F6C-A50D1DF15670,H1,1800,200,FT,GRASS,,,0,0,0,0,0,0,3.53057066604379e-06,0.0113112730000646
22729,CEC250E8-0E66-42CD-9D82-639E36765E50,0122CDB3-84CA-41A6-BD8A-AF2DA6217B9E,13/31,6132,100,FT,ASPH,2,LIM,0,0,1,1,0,0,5.48634898223099e-06,0.0375420967314343
22730,FC16547E-4F59-472B-92F5-A12CDBC91040,38B58D9A-FC2E-4DFF-A2E7-0C4EACBD0F83,07/25,2966,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22731,C9D26938-00EA-4C51-B7BC-AF79B7A16D59,634E2AAF-56FB-4472-B618-06A2271D8128,10W/28W,3920,100,FT,WATER,,,0,0,0,0,0,0,4.13645830121823e-06,0.0305552073651831
22732,7294BD8C-1DB2-4A2D-BA58-FE922C9A7CEA,740F7D5F-2C16-4362-BC29-743745CE7C0C,08/26,3953,75,FT,ASPH,2,,0,0,1,1,0,0,3.1165682230494e-06,0.0306823831004237
22733,A00FE810-8818-4BD8-B6D9-A7BDE9805B7C,5EE4543F-3007-41C3-9E85-3CB554810D0B,H1,40,40,FT,CONC,0,OTHER,0,0,0,0,0,0,1.39889380079694e-08,0.000474351999969258
22734,37E227F6-31F1-4F02-B6FD-7ED8EBD5EF18,CE4B2229-EBB2-4FCB-B3B0-11BFEDA4327E,H1,55,55,FT,ASPH,,,0,0,0,0,0,0,2.81802385870833e-08,0.000675219999834553
22735,90885A1A-28D9-4D86-901B-E9B0EE9AC0F8,44A7C86A-1669-4515-816B-13C8ADB495AA,08/26,2510,300,FT,GRAVE,0,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22736,52B0BE0D-FFD5-4D6C-BF55-0794DCB00EE0,844221A7-796E-454F-920A-445174BAFD12,15/33,3000,60,FT,ASPH,,,0,0,1,0,0,0,1.68349060913897e-06,0.0189266687184388
22737,88A30AEB-85B2-4A46-91DF-9C83D964C0F8,385E673D-AFA0-4A4D-80F3-C77B83F873FD,H1,60,60,FT,CONC,0,OTHER,0,0,0,0,0,0,3.46776687365491e-08,0.000750484000036522
22738,44724F82-9B66-4501-95C5-ADF7F92B6ABE,7D716D88-3507-41E5-8838-3AAEA423F261,H2,62,60,FT,ROOF,0,OTHER,0,0,0,0,0,0,3.8132611734909e-08,0.000788550999973933
22739,23CDAB08-6AFD-4DA7-A5A8-7F22227D93F4,938AEDCB-CBEE-4FCF-B6F3-86AC758092E2,08/26,2540,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22740,BFC839D3-BA8C-402E-A3A6-0584409769F4,348AD1EF-CA39-4171-917B-B8A447609AC7,15/33,1225,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22741,231CD07F-C394-4ADA-B3AA-F78B46A4F1C5,2D1EB660-5E97-4076-8A53-08BE4C15E395,18/36,1500,60,FT,GRASS,,,0,0,0,0,0,0,1.00382749224082e-06,0.00869594618754332
22742,924E4E00-B4F7-43B0-87AE-3C1A66E771B1,DB0EC9D8-B20F-487D-9E09-28CFAE8A4150,H1,40,40,FT,GRASS,,,0,0,0,0,0,0,1.58656803250778e-08,0.000508596000145189
22743,B8D1DEF7-7915-44D3-BA2D-E04BE0CF38AD,46100510-0AD8-4A7B-BB7F-8F03B322B340,17/35,1926,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22744,CFDD0C9E-ACA9-4646-85C5-A0720D6A7355,E703BCFB-C7BA-426B-851A-E3703C5E502B,04W/22W,8342,300,FT,WATER,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22745,47DA2EBC-9CC6-43B5-B2DC-2D0C1015B116,E703BCFB-C7BA-426B-851A-E3703C5E502B,11W/29W,7431,300,FT,WATER,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22746,8A8665CC-9764-4A49-9D72-6C617DAC7EF8,91FFCEC3-AA92-4BE2-9980-F3E18DAFB308,H1,140,85,FT,GRAVE,,,0,0,0,0,0,0,2.43609065364581e-07,0.00203869800012942
22747,01F8F94B-3959-477E-AB93-312A28DDC157,C6E4B094-B5DF-4730-BE30-F3F413DF7F78,11/29,2300,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22748,7DB9C8CD-3F88-45B3-83AF-2CEA5075314D,BF92FF73-8A42-4AFC-94B8-5D21EE623357,10/28,3000,75,FT,GRASS,,,0,0,0,0,0,0,2.09824202102027e-06,0.0205476005003401
22749,3FF8D415-7B33-4538-8B40-280F348C6979,FADEAEA1-D88C-4D86-883D-3CC1C40765BE,03/21,2300,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22750,1B06B4CC-AEEB-45C9-9E10-D1D3AA95E073,207E5764-A394-4C4D-BBD9-1325D384DBA1,H1,45,45,FT,CONC,,,0,0,0,0,0,0,1.71139618032612e-08,0.000524088000020129
22751,A444BD06-E414-4E42-A3E6-7DA1619C4BC3,BADA0361-8BE9-4231-85F5-741F54AFA0F7,H1,60,60,FT,CONC,,,0,0,0,0,0,0,2.9006514523644e-08,0.000681563999989976
22752,919F79BB-38F2-45FF-9855-6A79516B094E,DC7F8DC6-FF9B-4C18-9E48-7C9B45342658,H1,47,47,FT,CONC,0,OTHER,0,0,0,0,0,0,2.11211954592727e-08,0.000585428000022148
22753,B6274B18-6FD4-4E83-A601-5CFAF1F7F818,ECCE507E-A8B3-4E02-9275-6160A48F2D1F,17/35,4000,60,FT,ASPH,2,LIM,0,0,1,0,0,0,2.60456590694957e-06,0.0224233031202485
22754,8923249C-D4E9-4584-9B9E-21B02F6FF5DD,7E221283-B72C-459D-9572-D46B8DA6B4A7,H1,43,43,FT,ROOF,,,0,0,0,0,0,0,2.02585397346411e-08,0.000579463000012459
22755,3630896D-47B9-4C65-A8C5-5B0C56A3F5F7,7C5B8894-5550-4ECA-A9E0-0AC4537FBA5A,18/36,2200,75,FT,GRASS,,,0,0,0,0,0,0,1.63627669280686e-06,0.0126310122799466
22756,C26E80C0-ADF7-4FFF-8545-5B1ADD7CF5D7,610B262C-CBB4-4E6C-A5FE-7E36543F0544,10/28,1600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22757,7085ADB0-F145-44C0-B711-2BE70CB876DC,F4455F4E-4E83-4D0F-ADF1-C78BA08F2725,H1,40,40,FT,ASPH,0,OTHER,0,0,0,0,0,0,1.56824171426706e-08,0.000505255999996734
22758,46F9CBC8-2C19-44D6-8FCD-5B8A5EE20014,16A8F15C-6FD8-492B-A391-6324B5447B30,09/27,2800,300,FT,GRAVE,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22759,DFF193BF-9B47-4F2C-8C61-3CAF961310FD,26C04AC4-2786-4B41-AC31-A6A5CBCCBC13,04/22,4000,75,FT,GRAVE,2,LIM,1,1,0,0,0,0,4.7666535465396e-06,0.0414653412315008
22760,B41ACDDE-D3E0-43DF-BC54-D3D71EC34F8F,C7D23E42-D1AB-4253-BE93-71BE368A228E,H1,50,50,FT,CONC,,,0,0,0,0,0,0,2.11621227208525e-08,0.000582807999990109
22761,3BB61A34-5C28-4C9E-8047-83F82551F333,C6C7AC2C-80B2-47D4-8FEC-6346AA0C4C08,07/25,4500,75,FT,ASPH,2,LIM,0,0,1,0,0,0,3.16592695526197e-06,0.0300690760071894
22762,742142BC-6941-4330-BCC9-318B3927A105,615E9234-8298-46B2-BB25-40EE82839D8D,06/24,6000,75,FT,ASPH,,,0,0,1,1,0,0,4.12955319006869e-06,0.0396835190726134
22763,7F793A7A-D368-4785-9D34-C13111B74ED7,D1CEEA94-0335-4BBE-AB2E-7349F4F80155,H1,46,46,FT,CONC,,,0,0,0,0,0,0,2.24317773245275e-08,0.000607931999979883
22764,1B5472E6-E664-4EE9-A5EB-6A6AB87CD826,1CA79B06-5917-48C9-9B1F-B304978C78EB,12/30,6500,100,FT,ASPH,2,LIM,0,0,1,1,0,0,6.38081155557302e-06,0.0425587758064629
22765,70927EDE-7C3A-4735-A3B0-9ACE1076338A,640A9007-0EED-438C-9749-C2849BE0EE68,18/36,2250,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22766,27AA6A8B-5DBD-40D3-9370-AC0D4BA20D61,78ADD0FD-D16D-4344-B870-A280FE9F7497,18/36,2200,70,FT,GRASS,,,0,0,0,0,0,0,1.53218388732057e-06,0.0125852170000591
22767,64F69549-3FA0-4784-B66D-F5D8C9D19501,3DE0B05B-5A8A-48AD-9AAC-D6D0D129EFF3,H1,40,40,FT,CONC,2,,0,0,1,1,0,0,1.46428646985441e-08,0.000486275999946884
22768,F8784C3D-BE9D-4799-81AD-2A604D00B561,76C3AEC9-E23C-4542-882D-E987ADB55E17,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.4755642041564e-08,0.000488327999960347
22769,EFE98D00-162A-4BF6-A8D2-DEE23541989E,15A86AB1-50ED-4FB4-B4AE-47BECB40A5E4,H2,65,65,FT,CONC,0,OTHER,0,0,0,0,0,0,3.82519829145167e-08,0.000785550999924524
22770,54012763-2B5F-4F02-A530-AEC994402374,F8DFB9B5-E04C-47EA-BEAF-BCA1C99DD6D2,H1,60,60,FT,CONC,,,0,0,0,0,0,0,3.36131051881239e-08,0.000737525999972305
22771,2479DAD3-802E-4BB7-9B99-F2D5746C5D3A,A5EB8A6D-2960-4E02-8B3D-0A07BBE76317,17/35,1320,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22772,BB70D16C-6884-4056-AD53-116C0F240317,3EE9495A-31B0-4E87-86EA-DBEA22820DCD,17/35,1250,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22773,E193662A-F197-4E03-94FD-387E8E8F2E1F,9384EB34-ABC2-4264-BA86-FE80A96F1BF1,01/19,1031,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22774,2343ECA8-0D01-48E2-AC07-1BB16122BFBB,A28E5A26-C22B-40D2-99A2-831EDABB6FC3,05/23,825,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22775,D53141FB-0906-4FF8-8363-DEE2620F7FBF,A28E5A26-C22B-40D2-99A2-831EDABB6FC3,16/34,1300,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22776,400C5470-1021-47FC-B34C-BC45AAB8CCA2,E0E4C13A-B3D9-4A93-81B4-3AA6F82D059C,17/35,1100,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22777,182E837F-896E-45E0-ACEE-B03BE5E4FB11,84886996-C760-4729-A24E-49F3B7A1EBC2,H1,42,42,FT,CONC,,,0,0,0,0,0,0,1.61926436703652e-08,0.000511443999926087
22778,F2A295DA-2DBC-4967-88FE-AC228D1EB39F,D2601A34-47CF-4747-B01C-052169F9643E,17/35,1800,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22779,DB3FFC09-BD34-443F-816D-56737D0E6B09,589A5184-486E-46F0-9391-6DAB2FD15FAB,09/27,2130,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22780,EAE9799C-3831-4669-9120-726F55AD20DA,EEA8371F-C7EF-47C6-95AD-841953786E6C,H1,36,32,FT,WOOD,,,0,0,0,0,0,0,9.8434611572884e-09,0.000396857999930944
22781,D48D3328-2D46-4674-97B7-5CF59E6C8705,28587B7D-7E53-466D-BACF-DF6D46A3AE5F,H1,55,55,FT,ROOF,0,OTHER,0,0,0,0,0,0,2.89091985905543e-08,0.000684891999981119
22782,F7EFE2D1-20DC-4DDA-B8ED-7B8122F64796,DA981FEE-BB8F-4209-AFA2-22A2732B2F16,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.42649696499575e-08,0.000479388000030667
22783,A27EDAC6-28D3-4160-87F1-A02EDCBC5E02,552541FD-32D2-4674-86DE-31148D95A46D,H1,60,60,FT,ASPH,0,OTHER,0,0,0,0,0,0,3.47336026607081e-08,0.000751157999957286
22784,8142655D-C9DE-4A90-B605-4A2CA2A2FD10,FC6742D8-FE0E-4410-AFC1-960B31AF38B2,07/25,800,300,FT,GRASS,0,OTHER,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22785,F20FA498-DDC2-4B97-ABF8-DF98849C7E41,A6FF909E-81E9-4708-ACD6-84CAB96BF366,18/36,2200,150,FT,GRASS,,,0,0,0,0,0,0,3.41745771947899e-06,0.0135040564834053
22786,D7B50476-A88B-4085-97FD-391850B00ABA,CF4D1BCF-7585-43E4-B384-A5176AD7458C,18/36,2500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22787,A4EADD97-E891-4F9E-A49F-E9FEBE30A978,4785F578-6C5E-4ACD-8328-4B0E02571FCC,18/36,3000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22788,5770B4B1-08B7-4777-BBEC-6BB8A89992B9,B3142E86-695B-4FD0-B232-624D8458EED3,18/36,1200,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22789,0947E663-3071-4289-AC72-AB777DA014DB,115182D6-2312-4F2B-A858-FE22DBE41935,17/35,1280,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22790,26C1E1D4-6CD0-47B8-9507-640BD9371DAD,FDD52C8D-C146-4E08-B765-7E35A99AFD77,13/31,1400,300,FT,TURF+GRVL,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22791,C1FEA685-0DEB-4E5F-9EC0-BD598A07B253,F0467514-1402-4218-B520-4D31CF859DBD,H2,65,65,FT,CONC,,,0,0,0,0,0,0,3.93511072616093e-08,0.000797887000035716
22792,C24CE003-5F7F-42C7-A2AE-C6A1ADE22876,EF3BF4D3-F4A1-437B-9E55-F1A83C291EAC,02/20,2988,35,FT,TURF+DIRT,,,0,0,0,0,0,0,9.43753548199311e-07,0.0176291116702337
22793,78922B67-6311-48F7-9475-83039295B6D4,FFFB0489-1E2A-47CD-8EED-01F2430CD377,H1,100,100,FT,GRASS,,,0,0,0,0,0,0,8.56653059599921e-08,0.0011730159999388
22794,2DC79F4B-8564-41E5-A3AF-19FDFB619491,D75B4690-3365-4B7C-BA6A-23F47A6B04A3,H1,62,62,FT,CONC,0,OTHER,0,0,0,0,0,0,3.28914211422671e-08,0.000726822000046923
22795,B1830AE6-8E88-4E67-8D61-35F7A5DB921D,4E0DC37F-198B-4DFF-9085-3F2CDF21C4A7,06/24,1860,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22796,FC334E1C-F012-4AB4-A5AE-11E8C86D2DE9,4E0DC37F-198B-4DFF-9085-3F2CDF21C4A7,17/35,900,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22797,CA40C65A-051F-44DE-9968-334BCA9F9E75,34209250-2F25-4FCC-9C90-52B70D50E1FD,18/36,2383,300,FT,ASPH,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22798,F5377882-7B18-4228-AA13-B722D0DC19C9,01A6321B-E5E5-4BA5-82EF-10839CF14A24,H2,65,65,FT,ROOF,0,OTHER,0,0,0,0,0,0,3.71906025975477e-08,0.000773640000033993
22799,9021085A-81C3-4CE4-A61B-24C2E8C3D066,65F8B096-3058-4B9D-9391-9A31CB035935,25,5351,100,FT,ASPH,2,LIH,0,0,1,1,0,0,5.4234878916759e-06,0.0387602499712334
22800,6A853F80-15C4-47C0-B25F-51E1B21C8AC8,B6BAEAAF-7933-4155-955F-AE465EF8A228,10/28,5002,100,FT,ASPH,2,LIM,0,0,1,1,0,0,5.16572868036747e-06,0.0382074226185828
22801,831DADA7-9D78-4351-BF42-5225AC8DB6CD,ED677B6E-209D-4416-B8BE-B1E220580D26,H1,45,45,FT,CONC,,,0,0,0,0,0,0,2.18387867789716e-08,0.000600758000026791
22802,9D60A209-9923-4AAF-8681-3A4C193E0590,71CA7E0A-9E09-40AB-97BC-A663EDFB7611,H1,75,75,FT,CONC,,,0,0,0,0,0,0,6.40143298369367e-08,0.00103394900003439
22803,9E031997-55F4-4F4F-B586-3CADEC281F4D,AEF75C43-F50D-4B8F-AD40-381034956BF9,13/31,8600,100,FT,ASPH,2,LIM,0,0,1,1,0,0,8.02855538495351e-06,0.0532964255678815
22804,41F576E5-A2E8-425A-8483-A9BEE12B9E2C,D993C281-35F7-4025-9F5C-E20CE1D8D6CB,05L/23R,6022,75,FT,DIRT,0,OTHER,0,0,0,0,0,0,4.47422007709974e-06,0.0415114134537005
22805,AE963EBB-2FAF-4040-8C67-579EBBF91A6B,D993C281-35F7-4025-9F5C-E20CE1D8D6CB,05R/23L,6015,75,FT,DIRT,0,OTHER,0,0,0,0,0,0,4.46971307610511e-06,0.0414555076203886
22806,04AE51A8-72A3-4662-9B94-5265B3F56931,D993C281-35F7-4025-9F5C-E20CE1D8D6CB,H3,50,50,FT,DIRT,0,OTHER,0,0,0,0,0,0,2.47719071921892e-08,0.000635471999999027
22807,CB699669-29DA-4359-BC92-DD3BB7E29A6E,8454E04D-6BC6-41B5-AC31-22ADFEFF53A3,H1,100,100,FT,ASPH,,,0,0,0,0,0,0,9.95985374174779e-08,0.00127469900007964
22808,B256655D-2749-4A9C-8037-86DF710D6AC9,443B8344-53FA-4326-AAE9-2DF877008F0C,02/20,2000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22809,BCF00D90-86CD-491E-9B6F-642204C2029D,BD8E92FA-9EF1-4156-8E95-B1BE7A805FFA,16/34,1320,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22810,6B246313-2149-4FFB-B0B8-A9CABC8A3681,ED639439-544A-4C0B-A377-8F0A5B73DE55,17/35,1396,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22811,9C659D73-E387-4C75-9676-8CC3F84DD968,1B6E77E4-5EB6-4E1E-8645-B885B1263E76,17/35,1400,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22812,5C97F25A-B49C-4369-B09F-B01CEFC8309B,471889BF-944C-4F7F-9564-0707DDB69B7A,05/23,3045,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22813,DF48EB8D-3309-4F4D-A528-F7601BA4111F,C3980EDA-EC4B-44C8-B501-580774EC41F9,H1,40,40,FT,ASP+GRVL,0,OTHER,0,0,0,0,0,0,1.38566065288614e-08,0.000471931999982189
22814,EC72DD68-A7A8-4803-8EBB-A485DCD1182C,7EFCDC8E-829D-4479-99A2-FEFCF7326033,09/27,3800,300,FT,ASP+DIRT,0,OTHER,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
22815,7AAA7260-EB3C-428A-8DE5-6B3712684A96,7EFCDC8E-829D-4479-99A2-FEFCF7326033,18/36,2575,300,FT,ASP+DIRT,,,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
22816,AF12F756-2A4F-4D62-9464-0C2BFDCC7512,4CF02CF3-7245-4BFB-A5B2-0DED68D26DC0,16/34,2975,300,FT,ASPH,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22817,8CEBEC63-4B77-4779-A2B5-C03C517D1A4F,BDD9A95B-0050-449E-97C4-21F68787DF09,17/35,7000,100,FT,ASPH,2,LIM,0,0,1,1,0,0,6.90061460772995e-06,0.03914126878082
22818,0AD75C63-D089-4337-8D7B-A08AC442A786,7F3AA184-4BB4-42F9-BD79-1CC13B686C7B,04W/22W,4336,300,FT,WATER,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22819,555982DD-A6BD-420B-84E0-1D122F7C0632,7F3AA184-4BB4-42F9-BD79-1CC13B686C7B,16W/34W,6157,300,FT,WATER,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22820,7AD31CEE-7D84-44F8-A731-1020558E2C53,1670C500-0261-4BB2-844C-6AFA8C9B6FA4,11/29,2464,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22821,DB7D43AE-7AB8-4493-98AB-7DE5001C49DC,29FCDD47-9BD3-43C0-91A3-88345AE8D007,09/27,3545,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22822,4C2ED64F-6E2F-45FA-AF67-71A44FCE65D1,E60BB099-AA5E-4AC7-9A15-4E1A62CED79F,15/33,5006,100,FT,ASPH,2,LIM,0,0,1,1,0,0,5.21973333889036e-06,0.0298326189300859
22823,47BF91E8-B7F3-4570-8510-22B72D00B8DA,DB8F57C5-0B0D-4C22-8E66-7E747730C0CB,16/34,4311,100,FT,ASPH,2,LIM,0,0,1,1,0,0,3.79183916265902e-06,0.0248101899800954
22824,AED3D7A9-31C2-46D6-8A9C-873F3A7CAA0F,CDD41845-79A0-4055-95F0-F08C42596996,18/36,890,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22825,4B35EA5B-0D55-4FDE-A894-FB397768D0ED,BF2F1974-82E3-41EB-A24F-08221F7FFD59,04/22,2116,145,FT,GRASS,,,0,0,0,0,0,0,3.31130468111951e-06,0.0160890771665388
22826,8C7E9BEC-4948-482B-8CA1-B4D43B57E19F,9A518A61-A128-4D22-B1E1-D49E68E58535,H1,24,24,FT,CONC,,,0,0,0,0,0,0,5.88988768868148e-09,0.000310585999955038
22827,D0D5A114-AF76-4213-AF10-4D80C0EBE74E,6C04AC1C-B180-4B29-B475-EFF4CBF67050,H1,40,40,FT,CONC,0,OTHER,0,0,0,0,0,0,1.46196725836489e-08,0.000485855999954765
22828,E34334A0-6FF2-41CE-8CA8-27792ABB01AC,5C8CA2E6-82BF-44B3-A3BC-307EC3F13083,H1,40,40,FT,CONC,0,OTHER,0,0,0,0,0,0,1.53681867232081e-08,0.000499509999940528
22829,425A7DA8-38AD-4492-8494-813C025B89FA,549D8FE3-CFA4-4F40-8F45-4E4FD08A72CF,14W/32W,3000,300,FT,WATER,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22830,339EFF70-0EE3-4C1E-BDA2-EF1790F59400,8966CCB3-05CD-4137-A52C-4E9C8991B694,12/30,3250,50,FT,ASPH,,,0,0,1,0,1,0,1.57230920194706e-06,0.0224355651917082
22831,99E85FEB-CC32-4B6D-B15F-B07994436835,F7B09D26-C290-44D0-8398-AABE7D38E335,09/27,1200,75,FT,GRASS,,,0,0,0,0,0,0,9.20956154004671e-07,0.00936209247396404
22832,DC061664-8CF8-4CC5-AEB7-D4B7FB0DA495,E7FD9E87-3B12-494D-9331-050D991D3EA0,H1,20,20,FT,ASPH,,,0,0,0,0,0,0,4.09954736824147e-09,0.000259160000041447
22833,76448E26-97B8-4759-97E3-A40E01833A9E,93165AB5-E816-4D7D-8047-280CBB6198ED,H1,45,45,FT,ASPH,,,0,0,0,0,0,0,2.09734025702346e-08,0.000586687999998503
22834,71B022F7-E885-43F2-8B3F-A89475F22127,6250AD21-0006-4754-B353-706439637980,H1,50,50,FT,ASPH,,,0,0,0,0,0,0,2.51593519351445e-08,0.000641141999949468
22835,2BD8A2B9-670B-4F37-BCF9-1343E7F0BED2,8C5F6F8C-9927-440A-AFB4-55896D5D6202,15W/33W,4970,300,FT,WATER,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22836,0483B5D6-9708-4C03-9258-9CDB01D03536,496A9D6A-7749-4572-A484-023A68F2A5C8,13W/31W,6000,300,FT,WATER,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22837,DD3445F7-BE36-4F84-B79F-9CB1F1602E73,09E363B7-08E5-4213-BE33-A272CF671CFF,09/27,2250,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22838,C679D5FE-DD63-4D74-89C9-8D246F8D33E6,2B6244C8-5D80-4BC8-A9A7-9204A09A0CBD,03/21,5099,60,FT,ASPH,2,LIM,0,0,1,1,0,0,3.29311978930491e-06,0.0338858233932209
