OBJECTID,GLOBAL_ID,AIRPORT_ID,DESIGNATOR,LENGTH,WIDTH,DIM_UOM,COMP_CODE,LIGHTACTV,LIGHTINTNS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,Shape__Area,Shape__Length
22587,58C26197-02B5-4F6B-8903-26D017DCB78C,9298B663-D338-47A9-88C3-4AA5D56610CC,H1,55,55,FT,CONC,0,OTHER,0,0,0,0,0,0,2.96145117317792e-08,0.000694260000045688
22588,AE5D0985-5865-4BFE-9160-43CE54255528,4A95F9DB-8701-4F43-BB20-5D5D050DDF7A,17/35,2530,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22589,65748CBE-15ED-42B8-9F4F-858AD6543DC8,9E20ED9C-F9CD-4A58-A77D-7ABF62F8BEC8,18/36,2550,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22590,95569DB5-6C14-4671-B583-0024747491AA,93556892-7739-424F-82D0-64E97FADE419,H1,25,25,FT,CONC,2,OTHER,0,0,0,0,0,0,6.14681994193234e-09,0.000316387999987455
22591,07F916A7-1412-4216-B461-BBF870FFFD4F,4B7E9D7B-A284-4833-BADD-EEBEE636A03F,16/34,1378,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22592,60B07312-0965-435E-BD08-97802DFDFA1E,B1FE18AC-CA7A-4DD4-A322-054B337A7D9B,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.51853782881517e-08,0.000496178000162217
22593,7AD75585-973A-41D2-8E13-3F2AC9E7299F,8859F9EA-FF89-4354-A783-79D133D7C0B7,H1,35,35,FT,CONC,,,0,0,0,0,0,0,1.09325810626615e-08,0.000419684000007692
22594,59D5EE82-90A0-4FFF-A942-B28C775EEE4B,8719978B-8B62-4688-A0AE-46450A687C68,10X,0,300,FT,UNK,,,0,0,1,1,1,0,0.000275651333054373,0.668320573999949
22595,0BC8473D-15C4-493F-ACB1-67EAD5646D73,8DD0FEEB-8712-4E5D-A31D-84E3950E534C,03/21,2899,60,FT,ASPH,2,LIM,0,0,1,0,0,0,1.72764657691005e-06,0.0172335582015893
22596,FE654B4F-C7C8-4EC6-9628-55F230D96209,411C32FC-EFD2-4CED-AAC2-ED756154BB80,10/28,5002,100,FT,ASPH,2,LIM,0,0,1,1,0,0,5.58252577320673e-06,0.0412046022529357
22597,36BD7F5D-9CAC-4C9A-92B2-605A0F1A663A,9F3DC8CC-EE08-4607-9AAA-33976DFF26E0,13/31,3002,100,FT,GRASS,,,0,0,0,0,0,0,2.96749499284488e-06,0.0212066694684616
22598,4FB90E76-419E-4B63-A790-7D1283429C3B,F7C36779-E1A3-452B-A10E-529E715A8025,H1,130,130,FT,GRASS,,,0,0,0,0,0,0,1.67057351063704e-07,0.00165000400000947
22599,BE245DE5-2DF7-4552-BBA1-26CCCAB34911,E5B75D40-6981-47BA-8BF1-892052FF2675,02/20,1800,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22600,17AB4A7B-8674-41C8-BB63-6D7755E0C692,E75B94C0-EC44-4FB9-9E71-F5C3DF0F0600,09/27,1100,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22601,CEDEE55D-356E-4503-A06E-8583140EBCAA,715C960A-C0F8-4C69-90BE-9A4D6A256918,18/36,3000,300,FT,CONC,,,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
22602,C6BA3CFA-6E60-4D9A-AF69-469153CA03A7,6EEB25A2-EE4B-4736-A769-5199791D0A91,H1,50,50,FT,CONC,2,,0,0,1,1,1,0,2.40565896092448e-08,0.000625032000023575
22603,927ACB0E-375D-48A8-9FC1-DF819F1812DF,956E710E-0A88-4A61-A114-2D97D432A1DA,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.37588358484209e-08,0.000470152000048074
22604,75D31B6D-970C-4845-ADF4-BD75BAB70B51,306DA2A2-2BF6-4057-8A80-DDBB1801986B,17/35,2185,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22605,A32DF451-A5A5-4B43-ACCC-08D431817F04,16EC4690-FDBD-42ED-ACBD-155853DE6ED3,14/32,5000,300,FT,ASPH,0,LIH,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
22606,2D939883-BB74-4D37-9D70-14FA066C3D83,7CBA08C7-920C-4CD3-B5D0-07F2A2F7D4C5,18/36,600,80,FT,GRASS,,,0,0,0,0,0,0,4.87154466100037e-07,0.00388618813248631
22607,E5E1801D-D9D3-437B-A9CB-3CA8FF2EEB12,E7A6718A-CA3C-4498-8B36-BD6CA628168B,H1,20,20,FT,CONC,2,,0,0,1,0,0,0,3.72801878256723e-09,0.000245572000039829
22608,6A434514-F85D-46B4-9622-3D266FD0FFA7,A5D16982-6FC9-4D3C-A02F-586734775134,10/28,1955,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22609,DD5C1B46-CB68-438B-A816-331815E7E272,711629C6-874B-4536-AA5C-A92C0D18BB68,H1,60,60,FT,CONC,,OTHER,0,0,0,0,0,0,3.47095010511111e-08,0.000750867999954608
22610,18C83525-B4CD-4D8E-8096-039D21370D29,905D74D3-1E52-42C3-9067-EC13C2B3B145,18/36,1800,50,FT,GRASS,,,0,0,0,0,0,0,7.97653001427534e-07,0.0103275350630953
22611,E3F7AF82-2927-4CEC-B8E6-6F246A166C32,715C960A-C0F8-4C69-90BE-9A4D6A256918,11/29,3763,30,FT,ASPH,,,0,0,1,0,0,0,9.66251718637068e-07,0.0230067952194967
22612,43235744-FDBC-46D0-9BFA-3F8AC38B2349,0B3597AA-543B-4BA1-9DCC-45ECDEAC13A6,11/29,2500,55,FT,GRASS,,,0,0,0,0,0,0,1.20085724120145e-06,0.0159374836520345
22613,69841A48-C5DD-4909-9D48-44A93C4CEDC9,7F7ABBC2-EA5F-45C8-B45E-68C546DC5021,17/35,2000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22614,43EA5B4C-9EFB-4D9F-87C7-3885D3BCDC1C,9E4C4018-019C-428A-9642-2F4C3B9ACAAC,H1,40,40,FT,CONC,0,OTHER,0,0,0,0,0,0,1.56851456267759e-08,0.000505305999922712
22615,63212FE1-48E7-42D5-AA6A-735C82BD2792,1FF0E205-0263-4356-83D8-15E01DAAA480,16/34,6506,100,FT,ASPH,2,LIH,0,0,1,1,0,0,5.73373972656555e-06,0.0380261458222301
22616,99AA8CD9-E51C-4FD9-AFD0-A2ED86E0F4B9,CF843EE9-E42B-41E6-BA1E-1B128FE0A111,06/24,2000,300,FT,DIRT,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22617,290F0FA4-D1BA-422B-B4CD-BCB691970A7C,CF843EE9-E42B-41E6-BA1E-1B128FE0A111,07/25,2800,300,FT,GRAVE,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22618,5599E13D-E024-4210-ACE3-E52B0AE048DB,72CF596B-03E2-4358-B118-EE9F6DADAC19,09/27,3900,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22619,4C0467A6-6D18-410C-9243-D8D868E8AA7E,0A722B15-CA7E-4451-AA83-F0C7D6C87038,H1,40,40,FT,CONC,0,OTHER,0,0,0,0,0,0,1.48411345435306e-08,0.000489894000006649
22620,EDBADCF8-F467-49D8-A146-57B3D821E074,F1B9E45A-FA23-418F-B243-A4DCCB6BBBD7,H1,48,48,FT,ASPH,2,,0,0,1,1,0,0,2.19743014895357e-08,0.000597043000088134
22621,56E5FDAB-AC35-4D8B-BECD-53699A4A5320,80B3F235-E9BE-43B1-B101-4D20ED845E7F,15/33,2040,186,FT,GRASS,,,0,0,0,0,0,0,3.33067487190419e-06,0.0127348034294649
22622,8E007780-1483-4228-AA28-A0FBA44B40F7,9224F73B-71C3-48E0-BE61-4B2FD9154E27,H1,46,46,FT,CONC,,,0,0,0,0,0,0,2.0679635781562e-08,0.000580086000127267
22623,62ECABEF-9577-492B-B050-86C2F4600515,6CDF488E-8EFD-4E54-BB2A-ADDCF135EC5D,01/19,1600,75,FT,GRASS,,,0,0,0,0,0,0,1.16875548883399e-06,0.00946651431224244
22624,C4057AEB-ED1A-4D74-887D-6D1B1BB781C1,8D75F350-A549-438A-A240-9F70E3ADD3A7,18/36,2600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22625,4C0B4777-1C47-4A9F-BE5F-E950C5F7B739,7B6F968E-5C22-4C79-8033-B57E6CCDCD84,17/35,800,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22626,DDD6EC6D-9945-44E7-AA7B-99B8163B7454,7B6F968E-5C22-4C79-8033-B57E6CCDCD84,H1,10,10,FT,GRASS,,,0,0,0,0,0,0,9.16770659387112e-10,0.000121707999937826
22627,9DD8AA61-7845-4B81-AED7-BF1B38F5A2E2,07C28148-8756-443E-A11D-76D771D16B47,13/31,4600,300,FT,ASPH,2,LIH,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
22628,171A6512-DEFA-431D-8D82-78ACA35961F8,A2B44C50-92E5-453D-9E69-2E0926BD9E86,17/35,1300,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22629,359D277D-679E-48AB-8C8B-D7CB50108B5A,F9656BDA-3CD3-4013-98C9-D91668E6A234,10/28,2500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22630,55676487-CE60-4890-AA27-2D623376F0A7,1B4AA3D5-5535-4B02-BC7E-00696968C2C6,H1,42,42,FT,CONC,0,OTHER,0,0,0,0,0,0,1.51107997226063e-08,0.00049265999984982
22631,6DEB7E2D-FEC8-4B37-84A4-4960BC45FAF3,E5CD4223-1EA2-47EB-A991-8CE37EBFBD73,18/36,1200,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22632,F43838DE-52E5-43E8-9495-59945073A927,42B8BEAF-DA67-4EAB-BBAE-3536F8533E90,H1,60,60,FT,ASPH,0,OTHER,0,0,0,0,0,0,3.06381480186246e-08,0.000701370000115276
22633,17884314-4B5B-4B8D-BFEB-9F6F0F67C441,8F4F686F-CFB9-4B80-B645-8E2887ECBE87,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.49848347064108e-08,0.000492517999996388
22634,C24E65C0-182D-4609-A2AD-E6FC3CDCA5C3,B1143AE4-B37E-4B6A-BD77-F67E7A7C00DA,18/36,2000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22635,90174F32-451F-486E-ADB7-B0279A078D29,3FE7CEAD-7D86-448F-80A5-0A8396F59215,H1,50,50,FT,CONC,,,0,0,0,0,0,0,2.33121681958437e-08,0.000614160000054653
22636,715E4334-643A-46A9-AB35-CB40735729C3,23C21B5E-AE4A-449F-A580-0013BD707783,H1,60,60,FT,CONC,0,OTHER,0,0,0,0,0,0,3.3138121580123e-08,0.000731742999963294
22637,668AA71D-77D1-48DE-8F69-F915DB0A3B87,23E4C99E-D4B8-4072-9CCE-20346F13EE5A,H1,60,60,FT,CONC,0,OTHER,0,0,0,0,0,0,3.30146576743573e-08,0.000730244000010316
22638,A5600CF4-65D2-402E-9760-DADBC57AE51A,408C9F83-4B62-4C51-87CB-41CAA9853A4E,17/35,1996,75,FT,GRASS,,,0,0,0,0,0,0,1.49525612869184e-06,0.0116418063465603
22639,7A7E022E-83D3-4567-A82F-B88FA24C9CD1,FFAE2022-BD69-475C-801F-3C80B7FCB36B,08L/26R,14515,150,FT,CONC,0,LIH,0,0,1,1,0,0,2.02345445359242e-05,0.0990407774261657
22640,CF5B91BD-F837-4D85-ACA6-A26D93D36E30,FFAE2022-BD69-475C-801F-3C80B7FCB36B,08R/26L,10526,150,FT,CONC,0,LIH,0,0,1,1,0,0,1.46726320053858e-05,0.0720436568049174
22641,A7194C8B-7A4D-41FC-9035-715E0B4E1AE1,FB32B3EE-FB6E-453B-962A-463268CC4007,H1,45,45,FT,CONC,0,OTHER,0,0,0,0,0,0,1.8861101125367e-08,0.000552391999917745
22642,0365B0FA-B7BD-4807-A918-CF383A091C7D,5E155420-35EE-4312-8C44-D358B4B7DF0D,18/36,1600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22643,06AA9CD5-B71B-45FC-B563-6865AC4815D2,3DE0B05B-5A8A-48AD-9AAC-D6D0D129EFF3,18/36,6203,100,FT,ASPH,2,LIM,0,0,1,1,0,0,5.67618326385855e-06,0.0347473082926291
22644,8DB30E58-801E-4C00-A01C-78187BC174EE,6840F4F9-DA0D-4A53-B68B-B488C26B373E,07/25,2400,50,FT,GRASS,,,0,0,0,0,0,0,1.1115453162347e-06,0.0161470737699156
22645,27DAAB8C-3D80-4D14-BF43-D45AEFC60690,CDB8CF7A-F58F-41DF-92BC-E6121DFF0DAA,H1,40,40,FT,ASPH,,,0,0,0,0,0,0,1.66564859682694e-08,0.000523052000062307
22646,DF7BB5B5-8C7E-4D55-9DA7-A47ADF71813E,787C4647-09A1-4449-833F-5CCB3A986703,H1,50,50,FT,ASPH,,,0,0,0,0,0,0,2.62571120401844e-08,0.00065719999997782
22647,F6E62E7F-D207-4E77-8839-8544E81C5133,AB9D990F-FC8D-4BBB-ABE3-359ADB74313F,18/36,1300,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22648,699BCB9D-C5E5-42C1-9B73-BF8E33A6A87F,822B0146-D8DD-4FF8-980E-FE68B9BC9562,18/36,1100,300,FT,DIRT,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22649,C55ECA07-7063-445E-B612-F27C2486AA65,22D19A47-3E5E-42E5-B961-47DB58CE53E8,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.53663677338045e-08,0.000499467999929948
22650,14C80403-2463-48E7-9BF6-BF35D0EC11A8,D0C43A66-895F-4F1B-9868-F2D4AF744389,18/36,1720,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22651,A4A52A4D-1A08-4E2B-8831-80E3DCC42CA2,D452DC8E-FB5C-483A-9A3D-10AEF731C01C,15/33,1925,75,FT,GRASS,,,0,0,0,0,0,0,1.30225748762314e-06,0.0118628759776422
22652,ECF022C7-3F27-4749-954B-812945E8A42E,B0B2D42A-8ABF-4055-B1BA-7F7BBE37DD53,17/35,1740,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22653,5F4DE93B-89CA-4E29-BBED-76A48E38DD79,83450583-9F83-4399-BAD4-15002BE61C58,12/30,3000,300,FT,CONC,0,,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
22654,0A13E9E2-85F4-402A-B4CF-7E47A2006F09,0A65D184-0A1B-4962-929C-FF18C115A515,01/19,3500,75,FT,ASPH,2,LIM,1,0,0,0,0,0,4.22091852669837e-06,0.0261368733986914
22655,FDAA730F-F91A-4DE3-A40A-2AF51AE2A8DF,C0A06279-504E-4765-A550-963ACF4BA5F5,15/33,2000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22656,A40B149C-5594-467E-ADEF-4ECB461943CE,0D3F48A1-F0F7-41CB-9918-559666250335,H1,44,44,FT,ASPH,,,0,0,0,0,0,0,1.9798335415544e-08,0.000569442000028175
22657,185884D5-615C-4C8F-BFEB-A8EEAEB29F8B,D4C2CCF9-7284-4D08-8746-7A3AF201C16A,17/35,6030,150,FT,ASPH,0,LIM,0,0,1,1,0,0,1.00272777672217e-05,0.0342700138492235
22658,DBC97B52-7023-4B53-BB61-F135FBE58B82,28647316-B20E-4624-9FC3-9C4DE084FF6A,13/31,4200,60,FT,ASPH,2,LIM,0,0,1,0,0,0,2.78936522590811e-06,0.0296787209793676
22659,CBFD5DD6-E17F-44DD-B112-4FB8BCDFF33B,98BE9D71-83AC-4C95-AC88-B744270D82FF,02/20,1700,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22660,A474B8C0-8B89-4A06-9E5A-FB82CA35D078,E309613F-A665-4ED8-AF94-A8F7E616E9D1,17/35,2400,60,FT,GRASS,,,0,0,0,0,0,0,1.41430473377113e-06,0.0136229149578986
22661,D179A1C0-18CF-416E-8016-FA198F283F41,E9EE9EF5-7880-4110-A463-2C96DA5B37FC,10/28,1229,120,FT,GRASS,,,0,0,0,0,0,0,1.44536420521035e-06,0.00937783521763929
22662,2B84768D-6A13-4850-BF1D-869956B14490,D0AD1ED6-94FF-451A-9FB7-0DFE29F4C332,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.69729901244864e-08,0.000528833999965173
22663,19D761D9-D0FD-4F1A-8AC7-00E7F7A3F88C,059DA895-D748-4B41-B3FB-237797CEBE75,14L/32R,3709,100,FT,ASPH,3,LIM,1,1,1,1,0,0,4.11624705520808e-06,0.0238639892063542
22664,6F324BC4-9E5E-42ED-BB1C-3F955161AE4C,059DA895-D748-4B41-B3FB-237797CEBE75,14R/32L,10007,200,FT,ASPH,3,LIH,1,1,1,1,0,0,2.22077587750391e-05,0.063854830336197
22665,5ABF9283-1F7F-49A3-9B1B-FF8DBE4921E5,63032306-3322-4480-A450-53EE7056CD86,18/36,3052,300,FT,GRASS,0,OTHER,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22666,0A24F4DE-B2B9-47CC-8F82-87701E30203C,F68B74DA-745A-4E07-B454-9CC8FE240D2E,H1,36,36,FT,CONC,,,0,0,0,0,0,0,1.13018359115813e-08,0.000426329999982045
22667,B7CF5FCF-96E9-4D04-BA0F-2FCAD4B08632,1076297B-5E8B-4674-B3D0-32C68A4EB2FB,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.35960362968035e-08,0.000467188000015994
22668,DCEB9B2E-4FB4-43B9-B607-870125405086,7BDCA25B-A345-4293-A8CE-AD4A78856931,09/27,1755,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22669,09676884-E73C-4524-AA28-FB81C16E5256,DE4A61BE-131F-4CE1-AB7E-CE5842CF8C46,18/36,2500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22670,CBFF7A79-9737-48BC-ABB3-B9BB43A52724,92775E78-2403-4FBE-B304-064787B97B34,10/28,1257,300,FT,GRAVE,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22671,3F367418-1014-464B-8FCB-FD9E90192005,92775E78-2403-4FBE-B304-064787B97B34,18/36,1769,300,FT,GRAVE,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22672,442D9180-E116-40FB-B760-2F4D128BBC23,67771B2F-CD76-40B3-BABF-7BE23F8549FA,18/36,2890,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22673,FEBF6245-7F5F-4D9E-84D0-64961DDFBBA8,3033C77E-D4C8-4D53-BE1C-510E358A5D93,H1,50,50,FT,CONC,0,OTHER,0,0,0,0,0,0,2.48774085775949e-08,0.000637025999935759
22674,002820D2-6152-40E6-84C2-19B2D641E58D,19DD1880-2544-4668-8481-D5A4D5A21AB0,09/27,1070,60,FT,GRASS,,,0,0,0,0,0,0,6.85620761942118e-07,0.00866243200026979
22675,D24FECDD-625E-4AE3-B4F5-FB2640FA2B7C,0F1A9365-9C8E-410D-98E3-69F6096FBDA2,18/36,3049,60,FT,GRASS,,,0,0,0,0,0,0,1.87527029993362e-06,0.017171023086159
22676,D361FADA-A29F-442C-9402-08E9DC963B7E,47166C94-5516-4275-ABCA-0951543612B7,18/36,4875,160,FT,GRASS,,,0,0,0,0,0,0,8.03232887847116e-06,0.0279408046879148
22677,9F627B6E-88DA-476A-B656-3F39E19AD61D,A72ED7D8-90ED-4676-BF50-9027D589E433,H1,40,40,FT,CONC,0,OTHER,0,0,0,0,0,0,1.48174876812845e-08,0.000489453999989564
22678,ADE4AA24-231C-4D45-865C-6DD46C61CA0E,5B359E47-08A2-40EF-BAD5-A1DD21A809CE,18/36,2108,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22679,29626C56-AF70-4D97-B7E8-3ECAE9221154,B4D381CB-0B59-4956-877D-979BA80A83A8,15/33,1550,75,FT,GRASS,,,0,0,0,0,0,0,1.19749097393651e-06,0.0101189055014663
22680,B5C7A43F-F9A3-44D0-A6C6-41F17CFB76BE,B4D381CB-0B59-4956-877D-979BA80A83A8,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.64354787557386e-08,0.000519013999905837
22681,98757A47-28C2-4D06-A085-25F6FCBE4C4D,AD637376-2BB3-437D-9A23-DFAB4EA65FA2,H1,35,35,FT,CONC,,,0,0,0,0,0,0,1.1122665455332e-08,0.000423653999973794
22682,F8CFACDD-CD27-4487-8D68-BA6859A3A50F,76C4D1F4-167E-4B33-B379-6B98408BF975,H1,25,25,FT,CONC,,,0,0,0,0,0,0,5.65205482416786e-09,0.000301946000035969
22683,57635F60-6B82-44B8-B94D-34EEA36B52FC,624BDA38-5E0C-4053-8AD9-131ED802D421,H1,26,26,FT,CONC,,,0,0,0,0,0,0,6.10361894359812e-09,0.000313746000074389
22684,D74D55FA-FCC1-489C-8EDD-90BEB6C9877D,181256A3-269F-4E75-9D8C-E3F6A0AEC6A5,H1,30,30,FT,CONC+ASPH,,,0,0,0,0,0,0,8.09041011962108e-09,0.000361154000074748
22685,81167662-E4F1-4228-B40F-88971518A4EF,840D326C-8751-4E5C-9EBC-FA25E911C6D9,11/29,3200,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22686,C1DE9DF6-A6B4-4FD7-8AE6-AD227E230B60,6DC978B2-61B8-4655-9E4B-DC9A20B93622,H1,65,65,FT,CONC,0,OTHER,0,0,0,0,0,0,3.65425876225345e-08,0.000766371999930016
22687,AB01E547-CDBC-4221-B035-BAF996467C4B,B2512C01-9088-4106-9C2B-35EEE01380E9,H2,24,24,FT,CONC,,,0,0,0,0,0,0,5.38148015039042e-09,0.000295115999961126
22688,17A375BF-890A-4A1D-B0C3-D81CEBD256D5,416BA587-3DAD-4E16-BC43-814626D31ED0,H1,80,80,FT,CONC,,,0,0,0,0,0,0,7.10751919541508e-08,0.00108678599992119
22689,F1606524-2C9F-48D6-B24D-AFA3490D6EF7,C6172847-9EBD-4151-9724-8756063F9CB4,H1,45,45,FT,CONC,,,0,0,0,0,0,0,2.17246451938991e-08,0.000598893000134881
22690,637C732E-CBCC-4078-BCFB-5211F5D14671,D80B2876-5C91-414B-BAAE-D0402B44F060,10/28,2300,50,FT,GRASS,0,LIL,0,0,0,0,0,0,1.17463491733361e-06,0.0172971432245872
22691,02A0E2EA-A372-4EAC-9C1D-87591431768D,FF3E1920-5057-454F-B916-894A4F902663,07/25,1800,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22692,C4AA2C63-F88E-425C-9A38-CFFA8FB77963,A0AA1BFB-3428-45D6-BAEF-E32FC9FED814,H1,40,40,FT,CONC,0,OTHER,0,0,0,0,0,0,1.50212144944817e-08,0.000493178000056105
22693,531DECB5-FE4B-4B2D-883B-DDBA266B1964,26379413-9132-4D38-8EAA-0D5845CADC4B,H1,40,40,FT,CONC,0,OTHER,0,0,0,0,0,0,1.52008396980818e-08,0.00049645599995074
22694,BF44A964-EBA4-4F91-8B35-F007A08A8E45,C79E0531-E594-4F1F-A497-6C97FA8702CD,H1,32,32,FT,CONC,0,OTHER,0,0,0,0,0,0,1.00903889688198e-08,0.00040543800002979
22695,C3928E04-0949-46D5-8BDC-6E0C8157DF7D,B16C9DE2-1DE9-4631-ABBE-CEFB4E53074D,08/26,840,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22696,78620887-1E7B-4998-BFA7-E93FD16BFD24,7E352D44-D3BF-4A06-B832-D9015741ABFA,H1,110,110,FT,ASPH,2,OTHER,0,0,1,1,1,0,1.09456095742644e-07,0.00132876699990613
22697,DF794D7A-EABF-480E-B167-ACE2BC7F72B1,0D5D8D05-CA7F-4A70-A4BD-A12202E5969D,04/22,2307,75,FT,ASPH,0,,0,0,1,0,0,0,1.66459881256742e-06,0.0153132784025927
22698,5F74BF78-D27C-41C3-BECB-93E0114DDC3C,C3116B78-E96D-400B-A00B-BA1553B4EC97,17/35,5005,75,FT,ASPH,3,LIM,0,0,1,1,0,0,3.3174537747982e-06,0.0284781332705908
22699,98EAEAC0-7D40-4C57-B018-909490AC4A4E,6C7EFEBE-A0E8-42B4-A542-73E16921CFEE,H1,60,60,FT,CONC,,,0,0,0,0,0,0,3.59727891918737e-08,0.00076624799999081
22700,EFF9D72A-B1DF-4E76-84B6-B09358B2FBC8,78B7E3E0-B9B0-4EF9-A085-42C5CF980698,18/36,3601,50,FT,ASPH,2,LIL,0,0,1,0,0,0,1.75781065081537e-06,0.0201232595710818
22701,E8FF66F7-B653-4CCC-9CA0-25DE97E2FCDD,96AA0350-5D68-440F-ADB1-23722CEBCF07,H1,50,50,FT,ASPH,0,OTHER,0,0,0,0,0,0,2.20916263060644e-08,0.000596356000073683
22702,94AB5CE3-0A50-4EE4-8529-EBC4A4B181EF,D3B5F608-12F8-43D3-BCB5-AA238C3EA482,H1,50,50,FT,GRASS,0,OTHER,0,0,0,0,0,0,2.30961632041726e-08,0.000611004000006687
22703,9268FCC6-F5AC-46D5-B159-0F97B1222442,D70CED10-2F0D-4915-9F96-E987AE6CC246,09/27,940,60,FT,GRASS,,,0,0,0,0,0,0,5.63566572964191e-07,0.0071740685174423
22704,AFA329AF-598D-47A9-8457-4A6E10272CB0,D70CED10-2F0D-4915-9F96-E987AE6CC246,18/36,1500,60,FT,GRASS,,,0,0,0,0,0,0,8.99532778930734e-07,0.00867035400007179
22705,9AC56129-B78F-428D-B29D-5621D199CAF7,257674EA-106D-4719-B2B6-4AD869C1FD86,18/36,5001,100,FT,CONC,2,LIM,0,0,1,1,0,0,4.62062780570704e-06,0.0281547474287305
22706,D03E4E7A-1787-41E4-853F-1FCC99AA801F,FCD84997-228F-4DDB-8C28-528FFA09E021,H1,30,30,FT,CONC,,,0,0,0,0,0,0,8.06380739959423e-09,0.000360498999959116
22707,04F81C04-EA0C-48FE-A447-49E9EC2ABB56,09AF610E-1154-47E7-AC90-B2746CC9714E,H1,26,26,FT,CONC,,,0,0,0,0,0,0,6.08906702836975e-09,0.000313328000061119
22708,C5F8054B-5CCC-4343-8F10-5189D4F34A5E,DAAE0D3D-8A71-41C0-B938-262D9C84A576,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.55778252519667e-08,0.000503348000052029
22709,FBAAD840-80FC-4AC1-90B5-41F4BE116DDB,44C251BF-EB3A-4DFC-8FA9-2F895F00F2DA,14/32,1716,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
22710,7F1747AC-7013-47E4-B9A4-49D8FB7D5C0A,EAA8C793-ED8B-47BB-9328-314C60126FF5,H1,65,64,FT,ROOF,,,0,0,0,0,0,0,4.40850271843374e-08,0.000851122000034291
22711,A9545CDC-C19A-4FE3-9D8D-B37577B98EC3,77461FBB-3056-43F5-A9BE-3D69BD14FCB9,H1,40,40,FT,CONC,0,OTHER,0,0,0,0,0,0,1.56260284711607e-08,0.000504217999955484
22712,A6AE4A76-80C4-414B-8E5E-923E165FD26A,C01BECCF-54E4-44E6-9808-303D909B5382,H1,50,50,FT,CONC,0,OTHER,0,0,0,0,0,0,2.47346179094166e-08,0.000634939999940798
